#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-24-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.204175 seconds
Distributing the actor graph took: 41.4174 seconds
Added actors in: 0.136771 seconds.
Initialized connections of actors in: 0.0478908 seconds.
Async Migration only
Output number: 1, Rank-12: (1) 78 | (2) 1002 | (3)7.78443/100 | (4) 33, 33 | (5) 79.3096 | (6) 44.5612 | (7) 0.000194488 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 68.3333/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (203413, 203413) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 180.154 | (25) (33.859, 61-55)
Output number: 1, Rank-261: (1) 72 | (2) 1291 | (3)5.57707/100 | (4) 17, 17 | (5) 98.44 | (6) 36.3859 | (7) 0.000200481 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 74.4444/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (109496, 109496) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 203.099 | (25) (33.6478, 80-68)
Output number: 1, Rank-287: (1) 69 | (2) 1277 | (3)5.40329/100 | (4) 15, 15 | (5) 104.242 | (6) 33.4072 | (7) 0.000284599 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 76.1111/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (99852, 99852) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 201.962 | (25) (33.5622, 3-7)
Output number: 1, Rank-32: (1) 96 | (2) 1458 | (3)6.58436/100 | (4) 28, 28 | (5) 92.8056 | (6) 38.5708 | (7) 0.000231697 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 72.7778/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (157219, 157219) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 209.35 | (25) (34.1212, 129-14)
Output number: 1, Rank-422: (1) 69 | (2) 1322 | (3)5.21936/100 | (4) 17, 17 | (5) 108.498 | (6) 32.2179 | (7) 0.000201752 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 77.7778/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (83309, 83309) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 237.504 | (25) (34.2576, 76-90)
Output number: 1, Rank-657: (1) 86 | (2) 1661 | (3)5.1776/100 | (4) 42, 42 | (5) 68.6384 | (6) 48.9465 | (7) 0.000141349 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 65/100 | (15) 0 | (17) (42, 42) | (18) X | (19) (248954, 248954) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 213.348 | (25) (33.3633, 89-56)
Output number: 1, Rank-178: (1) 80 | (2) 1576 | (3)5.07614/100 | (4) 45, 45 | (5) 72.0879 | (6) 48.0299 | (7) 0.000270761 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 66.6667/100 | (15) 0 | (17) (45, 45) | (18) X | (19) (294825, 294825) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 215.949 | (25) (34.1927, 55-87)
Output number: 1, Rank-344: (1) 70 | (2) 855 | (3)8.18713/100 | (4) 13, 13 | (5) 106.064 | (6) 33.2265 | (7) 0.000201718 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 77.2222/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (94618, 94618) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 235.67 | (25) (33.7033, 126-10)
Output number: 1, Rank-409: (1) 66 | (2) 928 | (3)7.11207/100 | (4) 28, 28 | (5) 66.8745 | (6) 49.9301 | (7) 0.00020488 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 64.4444/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (181597, 181597) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 211.403 | (25) (34.2982, 3-3)
Output number: 1, Rank-246: (1) 91 | (2) 1118 | (3)8.13953/100 | (4) 38, 38 | (5) 82.0971 | (6) 45.6959 | (7) 0.00030473 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70.5556/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (202374, 202374) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 213.129 | (25) (33.5166, 21-139)
Output number: 1, Rank-458: (1) 75 | (2) 1013 | (3)7.40375/100 | (4) 25, 25 | (5) 86.9353 | (6) 41.1213 | (7) 0.000168021 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 71.1111/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (128799, 128799) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 211.044 | (25) (34.3137, 67-87)
Output number: 1, Rank-540: (1) 71 | (2) 1038 | (3)6.84008/100 | (4) 19, 19 | (5) 82.1895 | (6) 44.173 | (7) 0.000284706 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (155195, 155195) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 205.339 | (25) (33.655, 130-138)
Output number: 1, Rank-523: (1) 93 | (2) 1565 | (3)5.94249/100 | (4) 30, 30 | (5) 90.962 | (6) 40.5497 | (7) 0.000280108 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 72.7778/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (179029, 179029) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 210.58 | (25) (33.7971, 91-60)
Output number: 1, Rank-223: (1) 46 | (2) 714 | (3)6.44258/100 | (4) 36, 36 | (5) 68.1949 | (6) 48.1958 | (7) 0.000181232 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 64.4444/100 | (15) 0 | (17) (36, 36) | (18) X | (19) (195576, 195576) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 210.281 | (25) (33.2311, 77-64)
Output number: 1, Rank-594: (1) 87 | (2) 1350 | (3)6.44444/100 | (4) 20, 20 | (5) 101.742 | (6) 34.8326 | (7) 0.000209893 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 75.5556/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (114042, 114042) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 204.101 | (25) (33.8424, 81-54)
Output number: 1, Rank-478: (1) 74 | (2) 1514 | (3)4.88771/100 | (4) 35, 35 | (5) 77.0107 | (6) 45.5241 | (7) 0.000283198 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 67.7778/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (212433, 212433) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 212.884 | (25) (34.11, 73-90)
Output number: 1, Rank-381: (1) 80 | (2) 942 | (3)8.49257/100 | (4) 34, 34 | (5) 71.4651 | (6) 48.1216 | (7) 0.000196846 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 66.1111/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (258967, 258967) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 212.368 | (25) (33.6018, 58-62)
Output number: 1, Rank-331: (1) 71 | (2) 1164 | (3)6.09966/100 | (4) 60, 60 | (5) 54.9735 | (6) 54.3505 | (7) 0.000191618 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 60.5556/100 | (15) 0 | (17) (60, 60) | (18) X | (19) (307530, 307530) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 191.37 | (25) (33.9904, 62-71)
Output number: 1, Rank-585: (1) 60 | (2) 1405 | (3)4.27046/100 | (4) 11, 11 | (5) 79.6291 | (6) 44.8231 | (7) 0.000275476 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 68.8889/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (165612, 165612) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 199.617 | (25) (33.3145, 139-142)
Output number: 1, Rank-622: (1) 91 | (2) 1560 | (3)5.83333/100 | (4) 29, 29 | (5) 90.5996 | (6) 40.2254 | (7) 0.00020573 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 72.2222/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (198753, 198753) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 210.145 | (25) (33.7266, 80-55)
Output number: 1, Rank-160: (1) 75 | (2) 1141 | (3)6.57318/100 | (4) 32, 32 | (5) 61.2358 | (6) 51.6899 | (7) 0.000131618 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 62.2222/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (230552, 230552) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 180.092 | (25) (34.2646, 61-74)
Output number: 1, Rank-115: (1) 61 | (2) 1032 | (3)5.91085/100 | (4) 18, 18 | (5) 99.6547 | (6) 35.7582 | (7) 0.000136573 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 75/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (125507, 125507) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 204.986 | (25) (33.5578, 70-85)
Output number: 1, Rank-84: (1) 74 | (2) 1203 | (3)6.15129/100 | (4) 17, 17 | (5) 79.0914 | (6) 44.8842 | (7) 0.000226231 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 68.3333/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (199541, 199541) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 204.064 | (25) (34.0107, 82-53)
Output number: 1, Rank-66: (1) 47 | (2) 838 | (3)5.60859/100 | (4) 18, 18 | (5) 78.5963 | (6) 44.2959 | (7) 0.000233397 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 67.7778/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (127557, 127557) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 204.908 | (25) (33.6693, 62-66)
Output number: 1, Rank-265: (1) 68 | (2) 1377 | (3)4.93827/100 | (4) 40, 40 | (5) 74.1176 | (6) 46.0629 | (7) 0.000166222 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 66.6667/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (206072, 206072) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 185.076 | (25) (34.6125, 19-6)
Output number: 1, Rank-288: (1) 103 | (2) 1458 | (3)7.06447/100 | (4) 28, 28 | (5) 96.2427 | (6) 37.6471 | (7) 0.000250285 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 73.8889/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (125438, 125438) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 209.786 | (25) (33.9365, 59-71)
Output number: 1, Rank-33: (1) 77 | (2) 1525 | (3)5.04918/100 | (4) 28, 28 | (5) 84.5574 | (6) 42.5964 | (7) 0.000246896 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70.5556/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (174833, 174833) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 211.194 | (25) (33.9844, 143-3)
Output number: 1, Rank-423: (1) 88 | (2) 1081 | (3)8.14061/100 | (4) 27, 27 | (5) 98.1262 | (6) 36.3246 | (7) 0.000285677 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 74.4444/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (117912, 117912) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 210.429 | (25) (34.1651, 86-53)
Output number: 1, Rank-658: (1) 80 | (2) 1152 | (3)6.94444/100 | (4) 24, 24 | (5) 78.494 | (6) 44.614 | (7) 0.000182951 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 68.3333/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (146280, 146280) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 238.4 | (25) (33.3434, 50-78)
Output number: 1, Rank-180: (1) 97 | (2) 1390 | (3)6.97842/100 | (4) 18, 18 | (5) 94.7161 | (6) 38.0227 | (7) 0.000159694 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 73.3333/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (112579, 112579) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 208.551 | (25) (34.3983, 62-55)
Output number: 1, Rank-345: (1) 79 | (2) 1454 | (3)5.43329/100 | (4) 22, 22 | (5) 110.298 | (6) 31.217 | (7) 0.000223362 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 78.3333/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (113621, 113621) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 237.78 | (25) (34.2503, 9-122)
Output number: 1, Rank-410: (1) 75 | (2) 1587 | (3)4.7259/100 | (4) 56, 56 | (5) 65.7707 | (6) 49.405 | (7) 0.000245574 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 63.8889/100 | (15) 0 | (17) (56, 56) | (18) X | (19) (255194, 255194) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 191.354 | (25) (34.6182, 64-88)
Output number: 1, Rank-247: (1) 85 | (2) 1609 | (3)5.28278/100 | (4) 41, 41 | (5) 85.8639 | (6) 41.7735 | (7) 0.000254675 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70.5556/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (202616, 202616) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 182.287 | (25) (33.8755, 73-79)
Output number: 1, Rank-459: (1) 69 | (2) 1034 | (3)6.67311/100 | (4) 34, 34 | (5) 75.4883 | (6) 45.9818 | (7) 0.00017291 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 67.2222/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (210600, 210600) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 182.291 | (25) (34.289, 18-4)
Output number: 1, Rank-541: (1) 80 | (2) 1072 | (3)7.46269/100 | (4) 39, 39 | (5) 77.2341 | (6) 44.4971 | (7) 0.000140894 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 67.2222/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (232042, 232042) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 213.092 | (25) (33.6081, 138-135)
Output number: 1, Rank-524: (1) 85 | (2) 1165 | (3)7.29614/100 | (4) 21, 21 | (5) 84.8818 | (6) 42.3802 | (7) 0.00017688 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70.5556/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (194014, 194014) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 218.172 | (25) (35.6043, 79-74)
Output number: 1, Rank-196: (1) 75 | (2) 1143 | (3)6.56168/100 | (4) 52, 52 | (5) 62.4677 | (6) 49.8726 | (7) 0.000184883 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 62.2222/100 | (15) 0 | (17) (52, 52) | (18) X | (19) (220859, 220859) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 188.728 | (25) (34.2514, 81-92)
Output number: 1, Rank-596: (1) 63 | (2) 1336 | (3)4.71557/100 | (4) 14, 14 | (5) 111.515 | (6) 30.5943 | (7) 0.000192944 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 78.8889/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (94079, 94079) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 201.901 | (25) (33.6963, 141-143)
Output number: 1, Rank-481: (1) 83 | (2) 981 | (3)8.46075/100 | (4) 39, 39 | (5) 73.0623 | (6) 46.3623 | (7) 0.000187259 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 66.1111/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (211506, 211506) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 221.683 | (25) (34.8522, 93-82)
Output number: 1, Rank-382: (1) 68 | (2) 1540 | (3)4.41558/100 | (4) 25, 25 | (5) 81.4985 | (6) 43.6988 | (7) 0.000239654 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 69.4444/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (171041, 171041) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 208.434 | (25) (33.5804, 63-84)
Output number: 1, Rank-334: (1) 69 | (2) 1537 | (3)4.48926/100 | (4) 16, 16 | (5) 71.3994 | (6) 48.5829 | (7) 0.0002076 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 66.1111/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (167975, 167975) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 203.065 | (25) (33.6949, 67-90)
Output number: 1, Rank-587: (1) 86 | (2) 1603 | (3)5.36494/100 | (4) 45, 45 | (5) 70.1873 | (6) 47.7267 | (7) 0.000168305 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 65/100 | (15) 0 | (17) (45, 45) | (18) X | (19) (248107, 248107) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 184.087 | (25) (33.7806, 131-133)
Output number: 1, Rank-623: (1) 105 | (2) 1068 | (3)9.83146/100 | (4) 40, 40 | (5) 85.8615 | (6) 41.2721 | (7) 0.000203668 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70.5556/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (189678, 189678) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 185.219 | (25) (34.0341, 20-2)
Output number: 1, Rank-161: (1) 64 | (2) 1515 | (3)4.22442/100 | (4) 55, 55 | (5) 53.9197 | (6) 53.7171 | (7) 0.000209626 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 59.4444/100 | (15) 0 | (17) (55, 55) | (18) X | (19) (295765, 295765) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 222.6 | (25) (34.1317, 77-77)
Output number: 1, Rank-116: (1) 79 | (2) 1079 | (3)7.32159/100 | (4) 12, 12 | (5) 99.4224 | (6) 36.4993 | (7) 0.000102525 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 75/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (111852, 111852) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 203.438 | (25) (33.552, 49-79)
Output number: 1, Rank-86: (1) 87 | (2) 1021 | (3)8.52106/100 | (4) 38, 38 | (5) 84.7693 | (6) 41.8521 | (7) 0.000246912 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (190648, 190648) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 211.192 | (25) (33.2609, 61-92)
Output number: 1, Rank-67: (1) 79 | (2) 1561 | (3)5.06086/100 | (4) 19, 19 | (5) 76.998 | (6) 45.7089 | (7) 0.000199782 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 67.7778/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (139418, 139418) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 214.547 | (25) (34.9091, 93-59)
Output number: 1, Rank-266: (1) 79 | (2) 1020 | (3)7.7451/100 | (4) 32, 32 | (5) 76.2281 | (6) 45.0029 | (7) 0.000207694 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 67.2222/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (169705, 169705) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 210.498 | (25) (33.9779, 77-53)
Output number: 1, Rank-290: (1) 103 | (2) 1582 | (3)6.51075/100 | (4) 27, 27 | (5) 92.3468 | (6) 39.5708 | (7) 0.000224755 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 72.7778/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (194225, 194225) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 209.674 | (25) (33.9124, 4-139)
Output number: 1, Rank-34: (1) 91 | (2) 965 | (3)9.43005/100 | (4) 27, 27 | (5) 93.576 | (6) 37.9235 | (7) 0.000204479 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 72.7778/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (125762, 125762) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 209.162 | (25) (34.3184, 135-2)
Output number: 1, Rank-424: (1) 77 | (2) 1336 | (3)5.76347/100 | (4) 30, 30 | (5) 97.6486 | (6) 36.1808 | (7) 0.000235728 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 73.8889/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (131858, 131858) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 208.363 | (25) (33.299, 49-81)
Output number: 1, Rank-659: (1) 72 | (2) 1107 | (3)6.50407/100 | (4) 39, 39 | (5) 82.2487 | (6) 44.0249 | (7) 0.000199531 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (158006, 158006) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 215.374 | (25) (33.7763, 55-79)
Output number: 1, Rank-181: (1) 96 | (2) 1566 | (3)6.13027/100 | (4) 42, 42 | (5) 88.0447 | (6) 40.7843 | (7) 0.000137174 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 71.1111/100 | (15) 0 | (17) (42, 42) | (18) X | (19) (154726, 154726) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 185.3 | (25) (34.3929, 85-53)
Output number: 1, Rank-347: (1) 79 | (2) 1508 | (3)5.23873/100 | (4) 31, 31 | (5) 84.1331 | (6) 42.476 | (7) 0.000274888 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (190312, 190312) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 211.071 | (25) (33.471, 50-61)
Output number: 1, Rank-411: (1) 73 | (2) 1602 | (3)4.5568/100 | (4) 40, 40 | (5) 70.7163 | (6) 48.5635 | (7) 0.000137186 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 66.1111/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (231893, 231893) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 182.172 | (25) (33.6518, 92-53)
Output number: 1, Rank-248: (1) 78 | (2) 1169 | (3)6.67237/100 | (4) 32, 32 | (5) 78.8975 | (6) 45.0526 | (7) 0.000292274 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 68.3333/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (205439, 205439) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 210.492 | (25) (34.3854, 16-14)
Output number: 1, Rank-460: (1) 98 | (2) 1069 | (3)9.16745/100 | (4) 24, 24 | (5) 84.4599 | (6) 42.3022 | (7) 0.000150043 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 70/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (170193, 170193) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 219.442 | (25) (35.8235, 1-7)
Output number: 1, Rank-543: (1) 69 | (2) 990 | (3)6.9697/100 | (4) 23, 23 | (5) 89.3383 | (6) 40.2072 | (7) 0.00016359 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 71.6667/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (145328, 145328) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 205.045 | (25) (33.2174, 137-129)
Output number: 1, Rank-525: (1) 60 | (2) 1462 | (3)4.10397/100 | (4) 15, 15 | (5) 104.528 | (6) 33.6285 | (7) 0.000187641 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 76.6667/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (73366, 73366) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 205.428 | (25) (34.1568, 127-139)
Output number: 1, Rank-197: (1) 84 | (2) 1505 | (3)5.5814/100 | (4) 28, 28 | (5) 81.8632 | (6) 43.5447 | (7) 0.000158389 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 69.4444/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (180916, 180916) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 208.979 | (25) (33.5022, 86-91)
Output number: 1, Rank-598: (1) 87 | (2) 989 | (3)8.79676/100 | (4) 17, 17 | (5) 96.4764 | (6) 36.7838 | (7) 0.000244855 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 73.8889/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (115788, 115788) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 203.316 | (25) (33.5596, 87-52)
Output number: 1, Rank-482: (1) 83 | (2) 1477 | (3)5.6195/100 | (4) 45, 45 | (5) 75.2063 | (6) 45.881 | (7) 0.000256532 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 67.2222/100 | (15) 0 | (17) (45, 45) | (18) X | (19) (185604, 185604) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 218.85 | (25) (33.8946, 69-66)
