#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-32-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.44863 seconds
Distributing the actor graph took: 42.1073 seconds
Added actors in: 0.116455 seconds.
Initialized connections of actors in: 0.0522152 seconds.
Async Migration only
Output number: 1, Rank-9: (1) 23 | (2) 435 | (3)5.28736/100 | (4) 18, 18 | (5) 17.9686 | (6) 69.9332 | (7) 0.000371078 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 48.3333/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (67384, 67384) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 136.298 | (25) (32.9184, 67-57)
Output number: 2, Rank-583: (1) 31 | (2) 480 | (3)6.45833/100 | (4) 43, 43 | (5) 20.0759 | (6) 139.135 | (7) 0.000290928 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 44.1667/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (103756, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 115.665 | (25) (33.795, 83-85)
Output number: 2, Rank-731: (1) 42 | (2) 3379 | (3)1.24297/100 | (4) 21, 21 | (5) 29.7818 | (6) 142.703 | (7) 0.00030189 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (64119, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.221 | (25) (33.5873, 132-130)
Output number: 2, Rank-516: (1) 40 | (2) 3482 | (3)1.14877/100 | (4) 12, 12 | (5) 27.58 | (6) 144.833 | (7) 0.000316099 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (59152, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.954 | (25) (33.7692, 7-132)
Output number: 2, Rank-248: (1) 43 | (2) 3430 | (3)1.25364/100 | (4) 22, 22 | (5) 35.0191 | (6) 139.071 | (7) 0.000275878 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.3333/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (48268, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 108.705 | (25) (33.6561, 64-65)
Output number: 2, Rank-393: (1) 42 | (2) 531 | (3)7.9096/100 | (4) 9, 9 | (5) 31.7004 | (6) 142.077 | (7) 0.000286335 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.0556/100 | (15) 0 | (17) (9, 9) | (18) X | (19) (67658, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 101.17 | (25) (33.3496, 142-9)
Output number: 2, Rank-467: (1) 26 | (2) 495 | (3)5.25253/100 | (4) 43, 43 | (5) 13.8941 | (6) 145.243 | (7) 0.000302791 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 44.1667/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (93270, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 86.384 | (25) (34.8571, 68-64)
Output number: 2, Rank-196: (1) 44 | (2) 3438 | (3)1.27981/100 | (4) 17, 17 | (5) 47.6779 | (6) 133.464 | (7) 0.000245651 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 50.2778/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (32419, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.616 | (25) (32.8933, 69-56)
Output number: 2, Rank-775: (1) 47 | (2) 3422 | (3)1.37347/100 | (4) 22, 22 | (5) 46.4976 | (6) 136.16 | (7) 0.000233317 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 50.5556/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (38880, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 108.098 | (25) (33.5229, 129-141)
Output number: 2, Rank-367: (1) 30 | (2) 543 | (3)5.52486/100 | (4) 28, 28 | (5) 21.3879 | (6) 144.702 | (7) 0.000266469 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.1111/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (86504, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 110.261 | (25) (33.8102, 80-77)
Output number: 2, Rank-140: (1) 38 | (2) 470 | (3)8.08511/100 | (4) 28, 28 | (5) 15.95 | (6) 146.917 | (7) 0.000315225 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45/100 | (15) 0 | (17) (28, 28) | (18) X | (19) (91046, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 80.515 | (25) (35.563, 133-15)
Output number: 2, Rank-548: (1) 42 | (2) 3459 | (3)1.21422/100 | (4) 9, 9 | (5) 33.1094 | (6) 145.552 | (7) 0.00029495 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 49.4444/100 | (15) 0 | (17) (9, 9) | (18) X | (19) (59149, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 136.315 | (25) (34.2972, 12-132)
Output number: 2, Rank-500: (1) 37 | (2) 3470 | (3)1.06628/100 | (4) 18, 18 | (5) 23.7014 | (6) 144.579 | (7) 0.000322577 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.6667/100 | (15) 0 | (17) (18, 18) | (18) X | (19) (75654, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.941 | (25) (32.9978, 6-131)
Output number: 2, Rank-446: (1) 45 | (2) 3476 | (3)1.29459/100 | (4) 16, 16 | (5) 36.2443 | (6) 139.529 | (7) 0.000306143 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.6111/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (65967, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 105.785 | (25) (33.9558, 4-9)
Output number: 2, Rank-346: (1) 21 | (2) 549 | (3)3.82514/100 | (4) 20, 20 | (5) 14.371 | (6) 146.283 | (7) 0.000338563 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 44.4444/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (77517, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 105.807 | (25) (33.1412, 3-4)
Output number: 2, Rank-55: (1) 29 | (2) 528 | (3)5.49242/100 | (4) 19, 19 | (5) 12.3529 | (6) 148.687 | (7) 0.000315426 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 44.7222/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (85129, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 106.73 | (25) (33.4864, 90-81)
Output number: 2, Rank-59: (1) 38 | (2) 3317 | (3)1.14561/100 | (4) 12, 12 | (5) 51.6621 | (6) 137.247 | (7) 0.000231947 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 52.2222/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (25654, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.288 | (25) (33.4352, 128-2)
Output number: 2, Rank-584: (1) 39 | (2) 3506 | (3)1.11238/100 | (4) 20, 20 | (5) 23.0429 | (6) 144.346 | (7) 0.000329029 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (87537, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 105.746 | (25) (33.4518, 53-61)
Output number: 2, Rank-732: (1) 34 | (2) 3497 | (3)0.972262/100 | (4) 33, 33 | (5) 20.8937 | (6) 142.971 | (7) 0.000303795 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.2778/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (85593, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 111.782 | (25) (33.8616, 137-128)
Output number: 2, Rank-517: (1) 38 | (2) 3433 | (3)1.1069/100 | (4) 7, 7 | (5) 26.5495 | (6) 148.379 | (7) 0.000347356 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.3333/100 | (15) 0 | (17) (7, 7) | (18) X | (19) (53326, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 104.562 | (25) (34.4148, 0-133)
Output number: 2, Rank-224: (1) 27 | (2) 3419 | (3)0.789705/100 | (4) 22, 22 | (5) 20.0095 | (6) 144.8 | (7) 0.000302409 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.5556/100 | (15) 0 | (17) (22, 22) | (18) X | (19) (82609, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 108.263 | (25) (33.8215, 75-59)
Output number: 2, Rank-394: (1) 41 | (2) 3457 | (3)1.186/100 | (4) 13, 13 | (5) 36.2678 | (6) 142.84 | (7) 0.000325563 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 49.7222/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (51898, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 102.522 | (25) (32.9541, 6-7)
Output number: 2, Rank-468: (1) 29 | (2) 497 | (3)5.83501/100 | (4) 21, 21 | (5) 19.6293 | (6) 145.095 | (7) 0.000324057 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.5556/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (82609, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 104.44 | (25) (33.1161, 74-57)
Output number: 2, Rank-201: (1) 57 | (2) 461 | (3)12.3644/100 | (4) 6, 6 | (5) 51.9525 | (6) 135.689 | (7) 0.000266146 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 51.9444/100 | (15) 0 | (17) (6, 6) | (18) X | (19) (28630, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.49 | (25) (35.4953, 81-74)
Output number: 2, Rank-783: (1) 26 | (2) 3416 | (3)0.761124/100 | (4) 11, 11 | (5) 51.996 | (6) 135.946 | (7) 0.000318504 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 51.9444/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (26579, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 101.981 | (25) (33.2198, 138-130)
Output number: 2, Rank-699: (1) 24 | (2) 446 | (3)5.38117/100 | (4) 16, 16 | (5) 20.3627 | (6) 146.055 | (7) 0.000286649 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.1111/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (68742, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 108.904 | (25) (34.7375, 58-56)
Output number: 2, Rank-599: (1) 47 | (2) 3420 | (3)1.37427/100 | (4) 11, 11 | (5) 45.8583 | (6) 137.822 | (7) 0.00029291 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 50.8333/100 | (15) 0 | (17) (11, 11) | (18) X | (19) (35445, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 103.12 | (25) (33.6534, 56-60)
Output number: 2, Rank-252: (1) 39 | (2) 472 | (3)8.26271/100 | (4) 16, 16 | (5) 50.4059 | (6) 130.667 | (7) 0.000303591 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 50.2778/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (33265, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 105.165 | (25) (33.415, 76-74)
Output number: 2, Rank-92: (1) 47 | (2) 3503 | (3)1.34171/100 | (4) 14, 14 | (5) 22.4648 | (6) 149.133 | (7) 0.000251273 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (80884, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 102.606 | (25) (32.8044, 140-3)
Output number: 2, Rank-311: (1) 21 | (2) 3468 | (3)0.605536/100 | (4) 41, 41 | (5) 6.61957 | (6) 149.205 | (7) 0.000248969 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 43.0556/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (82013, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 47.7461 | (25) (33.9371, 58-73)
Output number: 2, Rank-703: (1) 42 | (2) 459 | (3)9.15033/100 | (4) 32, 32 | (5) 24.1699 | (6) 139.89 | (7) 0.000286504 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.5556/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (87250, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 114.291 | (25) (34.5555, 69-61)
Output number: 2, Rank-617: (1) 37 | (2) 3415 | (3)1.08346/100 | (4) 27, 27 | (5) 28.5274 | (6) 138.344 | (7) 0.000288388 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.1111/100 | (15) 0 | (17) (27, 27) | (18) X | (19) (63620, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 111.522 | (25) (33.9306, 59-56)
Output number: 2, Rank-847: (1) 30 | (2) 423 | (3)7.0922/100 | (4) 30, 30 | (5) 19.6403 | (6) 140.57 | (7) 0.000264529 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 44.4444/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (86952, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 111.328 | (25) (34.2723, 141-131)
Output number: 2, Rank-813: (1) 50 | (2) 3490 | (3)1.43266/100 | (4) 15, 15 | (5) 27.4586 | (6) 142.327 | (7) 0.000285332 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (81825, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 104.965 | (25) (33.5306, 71-86)
Output number: 2, Rank-285: (1) 30 | (2) 3409 | (3)0.880023/100 | (4) 26, 26 | (5) 16.1189 | (6) 146.586 | (7) 0.000271826 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45/100 | (15) 0 | (17) (26, 26) | (18) X | (19) (86621, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 109.047 | (25) (33.673, 67-66)
Output number: 2, Rank-286: (1) 26 | (2) 3504 | (3)0.742009/100 | (4) 44, 44 | (5) 10.5318 | (6) 145.205 | (7) 0.000281709 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 43.0556/100 | (15) 0 | (17) (44, 44) | (18) X | (19) (93589, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 116.624 | (25) (34.0784, 12-2)
Output number: 2, Rank-368: (1) 35 | (2) 3478 | (3)1.00633/100 | (4) 19, 19 | (5) 19.5196 | (6) 147.088 | (7) 0.000277099 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.1111/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (70073, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 110.197 | (25) (34.6917, 53-60)
Output number: 2, Rank-141: (1) 23 | (2) 454 | (3)5.06608/100 | (4) 14, 14 | (5) 14.7716 | (6) 146.238 | (7) 0.000308243 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 44.7222/100 | (15) 0 | (17) (14, 14) | (18) X | (19) (63421, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 102.966 | (25) (32.8949, 141-16)
Output number: 2, Rank-550: (1) 58 | (2) 3466 | (3)1.6734/100 | (4) 19, 19 | (5) 34.0656 | (6) 140.364 | (7) 0.000321625 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.3333/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (57327, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.65 | (25) (33.76, 8-135)
Output number: 2, Rank-502: (1) 25 | (2) 3497 | (3)0.714898/100 | (4) 20, 20 | (5) 23.0466 | (6) 146.91 | (7) 0.000333163 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (65701, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 105.769 | (25) (33.1234, 0-125)
Output number: 2, Rank-425: (1) 39 | (2) 3341 | (3)1.16732/100 | (4) 7, 7 | (5) 51.389 | (6) 138.221 | (7) 0.000319098 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 52.5/100 | (15) 0 | (17) (7, 7) | (18) X | (19) (27581, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 99.9287 | (25) (33.1257, 9-12)
Output number: 2, Rank-353: (1) 42 | (2) 527 | (3)7.96964/100 | (4) 12, 12 | (5) 23.1494 | (6) 146.324 | (7) 0.0003711 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (12, 12) | (18) X | (19) (69137, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 134.425 | (25) (33.0819, 1-11)
Output number: 2, Rank-28: (1) 35 | (2) 506 | (3)6.917/100 | (4) 38, 38 | (5) 17.261 | (6) 141.083 | (7) 0.000332108 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 43.8889/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (92653, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 81.0182 | (25) (34.0252, 139-0)
Output number: 2, Rank-60: (1) 40 | (2) 472 | (3)8.47458/100 | (4) 7, 7 | (5) 50.9749 | (6) 136.503 | (7) 0.000313013 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 51.9444/100 | (15) 0 | (17) (7, 7) | (18) X | (19) (26351, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 100.918 | (25) (33.3181, 137-0)
Output number: 2, Rank-585: (1) 29 | (2) 3436 | (3)0.844005/100 | (4) 33, 33 | (5) 26.6011 | (6) 146.374 | (7) 0.000300359 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (87098, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 111.587 | (25) (33.9402, 82-85)
Output number: 2, Rank-733: (1) 41 | (2) 3471 | (3)1.18122/100 | (4) 25, 25 | (5) 19.8297 | (6) 144.83 | (7) 0.000272144 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.5556/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (91184, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.974 | (25) (33.6013, 132-131)
Output number: 2, Rank-518: (1) 43 | (2) 3401 | (3)1.26433/100 | (4) 13, 13 | (5) 48.2381 | (6) 136.745 | (7) 0.000384982 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.001 | (14) 51.1111/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (31813, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 102.641 | (25) (33.3088, 12-133)
Output number: 2, Rank-228: (1) 31 | (2) 3455 | (3)0.89725/100 | (4) 20, 20 | (5) 22.9526 | (6) 144.839 | (7) 0.000279055 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (65136, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.483 | (25) (33.2952, 59-67)
Output number: 2, Rank-398: (1) 32 | (2) 474 | (3)6.75105/100 | (4) 7, 7 | (5) 35.8157 | (6) 142.283 | (7) 0.000266823 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 49.4444/100 | (15) 0 | (17) (7, 7) | (18) X | (19) (55139, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 133.728 | (25) (33.7398, 4-11)
Output number: 2, Rank-453: (1) 33 | (2) 3486 | (3)0.946644/100 | (4) 32, 32 | (5) 10.6932 | (6) 147.027 | (7) 0.000200524 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 43.6111/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (94193, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 112.77 | (25) (34.0434, 62-90)
Output number: 2, Rank-204: (1) 52 | (2) 433 | (3)12.0092/100 | (4) 9, 9 | (5) 46.7596 | (6) 137.62 | (7) 0.00024533 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 51.1111/100 | (15) 0 | (17) (9, 9) | (18) X | (19) (40608, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 101.423 | (25) (33.3165, 71-62)
Output number: 2, Rank-756: (1) 37 | (2) 3462 | (3)1.06875/100 | (4) 8, 8 | (5) 28.0402 | (6) 148.017 | (7) 0.000301716 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.8889/100 | (15) 0 | (17) (8, 8) | (18) X | (19) (55902, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 102.032 | (25) (33.5351, 133-135)
Output number: 2, Rank-672: (1) 25 | (2) 404 | (3)6.18812/100 | (4) 43, 43 | (5) 10.3649 | (6) 144.712 | (7) 0.000274913 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 43.0556/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (93843, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 145.076 | (25) (32.976, 135-132)
Output number: 2, Rank-279: (1) 45 | (2) 3491 | (3)1.28903/100 | (4) 17, 17 | (5) 34.2592 | (6) 141.353 | (7) 0.000280552 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.6111/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (48764, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 107.546 | (25) (34.0005, 84-84)
Output number: 2, Rank-93: (1) 30 | (2) 476 | (3)6.30252/100 | (4) 37, 37 | (5) 22.9176 | (6) 138.768 | (7) 0.000298334 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 44.7222/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (100872, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 81.3089 | (25) (33.6579, 143-16)
Output number: 2, Rank-312: (1) 17 | (2) 3438 | (3)0.494474/100 | (4) 40, 40 | (5) 7.58761 | (6) 148.851 | (7) 0.000276196 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 43.3333/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (78094, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 110.785 | (25) (33.3251, 75-68)
Output number: 2, Rank-713: (1) 28 | (2) 528 | (3)5.30303/100 | (4) 50, 50 | (5) 8.91154 | (6) 148.794 | (7) 0.000266175 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 43.6111/100 | (15) 0 | (17) (50, 50) | (18) X | (19) (101871, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 87.3628 | (25) (33.6832, 60-84)
Output number: 2, Rank-634: (1) 21 | (2) 3387 | (3)0.620018/100 | (4) 25, 25 | (5) 9.25403 | (6) 149.815 | (7) 0.000392614 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 44.1667/100 | (15) 0 | (17) (25, 25) | (18) X | (19) (71873, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 106.586 | (25) (33.5567, 83-67)
Output number: 2, Rank-848: (1) 34 | (2) 3482 | (3)0.97645/100 | (4) 35, 35 | (5) 18.6647 | (6) 145.102 | (7) 0.000294654 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.2778/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (88696, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 112.562 | (25) (33.9017, 141-127)
Output number: 2, Rank-815: (1) 31 | (2) 486 | (3)6.3786/100 | (4) 30, 30 | (5) 26.8131 | (6) 138.998 | (7) 0.000262552 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 45.8333/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (88582, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 112.241 | (25) (34.1748, 87-74)
Output number: 2, Rank-369: (1) 26 | (2) 377 | (3)6.89655/100 | (4) 37, 37 | (5) 9.29986 | (6) 146.737 | (7) 0.00030566 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 43.3333/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (86228, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 82.5203 | (25) (34.1186, 80-84)
Output number: 2, Rank-551: (1) 45 | (2) 3461 | (3)1.3002/100 | (4) 23, 23 | (5) 31.5542 | (6) 140.197 | (7) 0.000321977 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (23, 23) | (18) X | (19) (78969, 0) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 109.411 | (25) (34.2412, 5-136)
Output number: 2, Rank-476: (1) 21 | (2) 486 | (3)4.32099/100 | (4) 34, 34 | (5) 8.8815 | (6) 146.205 | (7) 0.000343991 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 43.0556/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (78884, 0) | (20) 0 | (21) 1 | (22) 0 | (23) 0 | (24) 111.926 | (25) (33.5961, 84-90)
